"#","Embroidermodder 2 CSV Embroidery File"
"*","STITCH","34.1000","-26.1000"
"*","STITCH","35.8000","-24.4000"
"*","STITCH","35.1000","-25.4000"
"*","STITCH","32.3000","-28.2000"
"*","STITCH","29.5000","-31.0000"
"*","STITCH","26.6000","-33.9000"
"*","STITCH","23.8000","-36.7000"
"*","STITCH","21.0000","-39.5000"
"*","STITCH","18.1000","-42.7000"
"*","STITCH","19.2000","-41.7000"
"*","STITCH","22.0000","-38.8000"
"*","STITCH","24.8000","-36.0000"
"*","STITCH","27.6000","-33.2000"
"*","STITCH","30.5000","-30.4000"
"*","STITCH","33.3000","-27.5000"
"*","STITCH","35.9000","-24.9000"
"*","STITCH","34.3000","-26.8000"
"*","STITCH","31.5000","-29.7000"
"*","STITCH","28.7000","-32.5000"
"*","STITCH","25.8000","-35.3000"
"*","STITCH","23.0000","-38.1000"
"*","STITCH","20.2000","-41.0000"
"*","STITCH","17.9000","-43.6000"
"*","STITCH","18.3000","-43.1000"
"*","STITCH","21.2000","-40.3000"
"*","STITCH","24.0000","-37.5000"
"*","STITCH","26.8000","-34.6000"
"*","STITCH","29.7000","-31.8000"
"*","STITCH","32.5000","-29.0000"
"*","STITCH","35.3000","-26.1000"
"*","STITCH","36.6000","-24.9000"
"*","STITCH","36.3000","-25.5000"
"*","STITCH","33.5000","-28.3000"
"*","STITCH","30.7000","-31.1000"
"*","STITCH","27.8000","-33.9000"
"*","STITCH","25.0000","-36.8000"
"*","STITCH","22.2000","-39.6000"
"*","STITCH","19.4000","-42.4000"
"*","STITCH","17.6000","-44.5000"
"*","STITCH","20.4000","-41.7000"
"*","STITCH","23.2000","-38.9000"
"*","STITCH","26.0000","-36.1000"
"*","STITCH","28.8000","-33.2000"
"*","STITCH","31.7000","-30.4000"
"*","STITCH","34.5000","-27.6000"
"*","STITCH","37.2000","-24.9000"
"*","STITCH","35.5000","-26.9000"
"*","STITCH","32.7000","-29.7000"
"*","STITCH","29.9000","-32.6000"
"*","STITCH","27.0000","-35.4000"
"*","STITCH","24.2000","-38.2000"
"*","STITCH","21.4000","-41.0000"
"*","STITCH","18.5000","-43.9000"
"*","STITCH","17.3000","-45.4000"
"*","STITCH","19.5000","-43.2000"
"*","STITCH","22.4000","-40.3000"
"*","STITCH","25.2000","-37.5000"
"*","STITCH","28.0000","-34.7000"
"*","STITCH","30.9000","-31.9000"
"*","STITCH","33.7000","-29.0000"
"*","STITCH","36.5000","-26.2000"
"*","STITCH","37.8000","-24.9000"
"*","STITCH","37.5000","-25.5000"
"*","STITCH","34.7000","-28.3000"
"*","STITCH","31.9000","-31.2000"
"*","STITCH","29.0000","-34.0000"
"*","STITCH","26.2000","-36.8000"
"*","STITCH","23.4000","-39.7000"
"*","STITCH","20.5000","-42.5000"
"*","STITCH","17.7000","-45.3000"
"*","STITCH","17.1000","-46.3000"
"*","STITCH","18.7000","-44.6000"
"*","STITCH","21.6000","-41.8000"
"*","STITCH","24.4000","-39.0000"
"*","STITCH","27.2000","-36.1000"
"*","STITCH","30.0000","-33.3000"
"*","STITCH","32.9000","-30.5000"
"*","STITCH","35.7000","-27.7000"
"*","STITCH","38.4000","-24.9000"
"*","STITCH","36.7000","-27.0000"
"*","STITCH","33.9000","-29.8000"
"*","STITCH","31.0000","-32.6000"
"*","STITCH","28.2000","-35.4000"
"*","STITCH","25.4000","-38.3000"
"*","STITCH","22.6000","-41.1000"
"*","STITCH","19.7000","-43.9000"
"*","STITCH","16.8000","-47.2000"
"*","STITCH","17.9000","-46.1000"
"*","STITCH","20.7000","-43.2000"
"*","STITCH","23.6000","-40.4000"
"*","STITCH","26.4000","-37.6000"
"*","STITCH","29.2000","-34.8000"
"*","STITCH","32.1000","-31.9000"
"*","STITCH","34.9000","-29.1000"
"*","STITCH","37.7000","-26.3000"
"*","STITCH","39.1000","-24.9000"
"*","STITCH","38.7000","-25.6000"
"*","STITCH","35.9000","-28.4000"
"*","STITCH","33.1000","-31.2000"
"*","STITCH","30.2000","-34.1000"
"*","STITCH","27.4000","-36.9000"
"*","STITCH","24.6000","-39.7000"
"*","STITCH","21.7000","-42.5000"
"*","STITCH","18.9000","-45.4000"
"*","STITCH","16.5000","-48.1000"
"*","STITCH","17.1000","-47.5000"
"*","STITCH","19.9000","-44.7000"
"*","STITCH","22.7000","-41.9000"
"*","STITCH","25.6000","-39.0000"
"*","STITCH","28.4000","-36.2000"
"*","STITCH","31.2000","-33.4000"
"*","STITCH","34.1000","-30.5000"
"*","STITCH","36.9000","-27.7000"
"*","STITCH","39.7000","-24.9000"
"*","STITCH","37.9000","-27.0000"
"*","STITCH","35.1000","-29.9000"
"*","STITCH","32.2000","-32.7000"
"*","STITCH","29.4000","-35.5000"
"*","STITCH","26.6000","-38.3000"
"*","STITCH","23.8000","-41.2000"
"*","STITCH","20.9000","-44.0000"
"*","STITCH","18.1000","-46.8000"
"*","STITCH","16.2000","-49.0000"
"*","STITCH","16.5000","-48.8000"
"*","STITCH","19.1000","-46.1000"
"*","STITCH","21.9000","-43.3000"
"*","STITCH","24.8000","-40.5000"
"*","STITCH","27.6000","-37.6000"
"*","STITCH","30.4000","-34.8000"
"*","STITCH","33.2000","-32.0000"
"*","STITCH","36.1000","-29.2000"
"*","STITCH","38.9000","-26.3000"
"*","STITCH","40.3000","-24.9000"
"*","STITCH","39.9000","-25.6000"
"*","STITCH","37.1000","-28.5000"
"*","STITCH","34.3000","-31.3000"
"*","STITCH","31.4000","-34.1000"
"*","STITCH","28.6000","-37.0000"
"*","STITCH","25.8000","-39.8000"
"*","STITCH","22.9000","-42.6000"
"*","STITCH","20.1000","-45.4000"
"*","STITCH","17.3000","-48.3000"
"*","STITCH","16.0000","-49.9000"
"*","STITCH","18.3000","-47.6000"
"*","STITCH","21.1000","-44.7000"
"*","STITCH","23.9000","-41.9000"
"*","STITCH","26.8000","-39.1000"
"*","STITCH","29.6000","-36.3000"
"*","STITCH","32.4000","-33.4000"
"*","STITCH","35.3000","-30.6000"
"*","STITCH","38.1000","-27.8000"
"*","STITCH","41.0000","-24.9000"
"*","STITCH","39.1000","-27.1000"
"*","STITCH","36.3000","-29.9000"
"*","STITCH","33.4000","-32.7000"
"*","STITCH","30.6000","-35.6000"
"*","STITCH","27.8000","-38.4000"
"*","STITCH","24.9000","-41.2000"
"*","STITCH","22.1000","-44.1000"
"*","STITCH","19.3000","-46.9000"
"*","STITCH","16.5000","-49.7000"
"*","STITCH","15.7000","-50.8000"
"*","STITCH","17.5000","-49.0000"
"*","STITCH","20.3000","-46.2000"
"*","STITCH","23.1000","-43.4000"
"*","STITCH","26.0000","-40.5000"
"*","STITCH","28.8000","-37.7000"
"*","STITCH","31.6000","-34.9000"
"*","STITCH","34.4000","-32.1000"
"*","STITCH","37.3000","-29.2000"
"*","STITCH","40.1000","-26.4000"
"*","STITCH","41.6000","-24.9000"
"*","STITCH","41.1000","-25.7000"
"*","STITCH","38.3000","-28.5000"
"*","STITCH","35.4000","-31.4000"
"*","STITCH","32.6000","-34.2000"
"*","STITCH","29.8000","-37.0000"
"*","STITCH","27.0000","-39.8000"
"*","STITCH","24.1000","-42.7000"
"*","STITCH","21.3000","-45.5000"
"*","STITCH","18.5000","-48.3000"
"*","STITCH","15.4000","-51.7000"
"*","STITCH","16.7000","-50.5000"
"*","STITCH","19.5000","-47.6000"
"*","STITCH","22.3000","-44.8000"
"*","STITCH","25.1000","-42.0000"
"*","STITCH","28.0000","-39.2000"
"*","STITCH","30.8000","-36.3000"
"*","STITCH","33.6000","-33.5000"
"*","STITCH","36.5000","-30.7000"
"*","STITCH","39.3000","-27.8000"
"*","STITCH","42.2000","-24.9000"
"*","STITCH","40.3000","-27.2000"
"*","STITCH","37.5000","-30.0000"
"*","STITCH","34.6000","-32.8000"
"*","STITCH","31.8000","-35.6000"
"*","STITCH","29.0000","-38.5000"
"*","STITCH","26.1000","-41.3000"
"*","STITCH","23.3000","-44.1000"
"*","STITCH","20.5000","-46.9000"
"*","STITCH","17.7000","-49.8000"
"*","STITCH","15.2000","-52.6000"
"*","STITCH","15.8000","-51.9000"
"*","STITCH","18.7000","-49.1000"
"*","STITCH","21.5000","-46.3000"
"*","STITCH","24.3000","-43.4000"
"*","STITCH","27.2000","-40.6000"
"*","STITCH","30.0000","-37.8000"
"*","STITCH","32.8000","-34.9000"
"*","STITCH","35.6000","-32.1000"
"*","STITCH","38.5000","-29.3000"
"*","STITCH","41.3000","-26.5000"
"*","STITCH","42.9000","-24.9000"
"*","STITCH","42.3000","-25.8000"
"*","STITCH","39.5000","-28.6000"
"*","STITCH","36.6000","-31.4000"
"*","STITCH","33.8000","-34.3000"
"*","STITCH","31.0000","-37.1000"
"*","STITCH","28.2000","-39.9000"
"*","STITCH","25.3000","-42.7000"
"*","STITCH","22.5000","-45.6000"
"*","STITCH","19.7000","-48.4000"
"*","STITCH","16.8000","-51.2000"
"*","STITCH","14.9000","-53.5000"
"*","STITCH","15.1000","-53.3000"
"*","STITCH","17.8000","-50.5000"
"*","STITCH","20.7000","-47.7000"
"*","STITCH","23.5000","-44.9000"
"*","STITCH","26.3000","-42.0000"
"*","STITCH","29.2000","-39.2000"
"*","STITCH","32.0000","-36.4000"
"*","STITCH","34.8000","-33.6000"
"*","STITCH","37.6000","-30.7000"
"*","STITCH","40.5000","-27.9000"
"*","STITCH","43.5000","-24.9000"
"*","STITCH","41.5000","-27.2000"
"*","STITCH","38.7000","-30.0000"
"*","STITCH","35.8000","-32.9000"
"*","STITCH","33.0000","-35.7000"
"*","STITCH","30.2000","-38.5000"
"*","STITCH","27.3000","-41.4000"
"*","STITCH","24.5000","-44.2000"
"*","STITCH","21.7000","-47.0000"
"*","STITCH","18.9000","-49.8000"
"*","STITCH","16.0000","-52.7000"
"*","STITCH","14.6000","-54.4000"
"*","STITCH","17.0000","-52.0000"
"*","STITCH","19.9000","-49.1000"
"*","STITCH","22.7000","-46.3000"
"*","STITCH","25.5000","-43.5000"
"*","STITCH","28.3000","-40.7000"
"*","STITCH","31.2000","-37.8000"
"*","STITCH","34.0000","-35.0000"
"*","STITCH","36.8000","-32.2000"
"*","STITCH","39.7000","-29.4000"
"*","STITCH","42.5000","-26.5000"
"*","STITCH","44.1000","-24.9000"
"*","STITCH","43.5000","-25.8000"
"*","STITCH","40.7000","-28.7000"
"*","STITCH","37.8000","-31.5000"
"*","STITCH","35.0000","-34.3000"
"*","STITCH","32.2000","-37.1000"
"*","STITCH","29.4000","-40.0000"
"*","STITCH","26.5000","-42.8000"
"*","STITCH","23.7000","-45.6000"
"*","STITCH","20.9000","-48.5000"
"*","STITCH","18.0000","-51.3000"
"*","STITCH","15.2000","-54.1000"
"*","STITCH","14.4000","-55.3000"
"*","STITCH","16.2000","-53.4000"
"*","STITCH","19.0000","-50.6000"
"*","STITCH","21.9000","-47.8000"
"*","STITCH","24.7000","-44.9000"
"*","STITCH","27.5000","-42.1000"
"*","STITCH","30.4000","-39.3000"
"*","STITCH","33.2000","-36.5000"
"*","STITCH","36.0000","-33.6000"
"*","STITCH","38.8000","-30.8000"
"*","STITCH","41.7000","-28.0000"
"*","STITCH","44.5000","-25.1000"
"*","STITCH","44.7000","-24.9000"
"*","STITCH","42.7000","-27.3000"
"*","STITCH","39.8000","-30.1000"
"*","STITCH","37.0000","-32.9000"
"*","STITCH","34.2000","-35.8000"
"*","STITCH","31.4000","-38.6000"
"*","STITCH","28.5000","-41.4000"
"*","STITCH","25.7000","-44.2000"
"*","STITCH","22.9000","-47.1000"
"*","STITCH","20.0000","-49.9000"
"*","STITCH","17.2000","-52.7000"
"*","STITCH","14.1000","-56.2000"
"*","STITCH","15.4000","-54.9000"
"*","STITCH","18.2000","-52.0000"
"*","STITCH","21.1000","-49.2000"
"*","STITCH","23.9000","-46.4000"
"*","STITCH","26.7000","-43.6000"
"*","STITCH","29.5000","-40.7000"
"*","STITCH","32.4000","-37.9000"
"*","STITCH","35.2000","-35.1000"
"*","STITCH","38.0000","-32.2000"
"*","STITCH","40.9000","-29.4000"
"*","STITCH","43.7000","-26.6000"
"*","STITCH","45.4000","-24.9000"
"*","STITCH","44.7000","-25.9000"
"*","STITCH","41.9000","-28.7000"
"*","STITCH","39.0000","-31.6000"
"*","STITCH","36.2000","-34.4000"
"*","STITCH","33.4000","-37.2000"
"*","STITCH","30.5000","-40.0000"
"*","STITCH","27.7000","-42.9000"
"*","STITCH","24.9000","-45.7000"
"*","STITCH","22.1000","-48.5000"
"*","STITCH","19.2000","-51.4000"
"*","STITCH","16.4000","-54.2000"
"*","STITCH","13.8000","-57.1000"
"*","STITCH","14.6000","-56.3000"
"*","STITCH","17.4000","-53.5000"
"*","STITCH","20.2000","-50.7000"
"*","STITCH","23.1000","-47.8000"
"*","STITCH","25.9000","-45.0000"
"*","STITCH","28.7000","-42.2000"
"*","STITCH","31.6000","-39.3000"
"*","STITCH","34.4000","-36.5000"
"*","STITCH","37.2000","-33.7000"
"*","STITCH","40.0000","-30.9000"
"*","STITCH","42.9000","-28.0000"
"*","STITCH","45.7000","-25.2000"
"*","STITCH","46.0000","-24.9000"
"*","STITCH","43.9000","-27.3000"
"*","STITCH","41.0000","-30.2000"
"*","STITCH","38.2000","-33.0000"
"*","STITCH","35.4000","-35.8000"
"*","STITCH","32.6000","-38.7000"
"*","STITCH","29.7000","-41.5000"
"*","STITCH","26.9000","-44.3000"
"*","STITCH","24.1000","-47.1000"
"*","STITCH","21.2000","-50.0000"
"*","STITCH","18.4000","-52.8000"
"*","STITCH","15.6000","-55.6000"
"*","STITCH","13.6000","-58.0000"
"*","STITCH","13.8000","-57.8000"
"*","STITCH","16.6000","-54.9000"
"*","STITCH","19.4000","-52.1000"
"*","STITCH","22.2000","-49.3000"
"*","STITCH","25.1000","-46.4000"
"*","STITCH","27.9000","-43.6000"
"*","STITCH","30.7000","-40.8000"
"*","STITCH","33.6000","-38.0000"
"*","STITCH","36.4000","-35.1000"
"*","STITCH","39.2000","-32.3000"
"*","STITCH","42.0000","-29.5000"
"*","STITCH","44.9000","-26.6000"
"*","STITCH","46.6000","-24.9000"
"*","STITCH","45.9000","-26.0000"
"*","STITCH","43.1000","-28.8000"
"*","STITCH","40.2000","-31.6000"
"*","STITCH","37.4000","-34.4000"
"*","STITCH","34.6000","-37.3000"
"*","STITCH","31.7000","-40.1000"
"*","STITCH","28.9000","-42.9000"
"*","STITCH","26.1000","-45.8000"
"*","STITCH","23.3000","-48.6000"
"*","STITCH","20.4000","-51.4000"
"*","STITCH","17.6000","-54.2000"
"*","STITCH","14.8000","-57.1000"
"*","STITCH","13.3000","-58.9000"
"*","STITCH","15.8000","-56.4000"
"*","STITCH","18.6000","-53.6000"
"*","STITCH","21.4000","-50.7000"
"*","STITCH","24.3000","-47.9000"
"*","STITCH","27.1000","-45.1000"
"*","STITCH","29.9000","-42.2000"
"*","STITCH","32.7000","-39.4000"
"*","STITCH","35.6000","-36.6000"
"*","STITCH","38.4000","-33.8000"
"*","STITCH","41.2000","-30.9000"
"*","STITCH","44.1000","-28.1000"
"*","STITCH","46.9000","-25.3000"
"*","STITCH","47.3000","-24.9000"
"*","STITCH","45.1000","-27.4000"
"*","STITCH","42.2000","-30.2000"
"*","STITCH","39.4000","-33.1000"
"*","STITCH","36.6000","-35.9000"
"*","STITCH","33.8000","-38.7000"
"*","STITCH","30.9000","-41.5000"
"*","STITCH","28.1000","-44.4000"
"*","STITCH","25.3000","-47.2000"
"*","STITCH","22.4000","-50.0000"
"*","STITCH","19.6000","-52.9000"
"*","STITCH","16.8000","-55.7000"
"*","STITCH","14.0000","-58.5000"
"*","STITCH","13.2000","-59.3000"
"*","STITCH","14.0000","-58.7000"
"*","STITCH","15.0000","-57.8000"
"*","STITCH","17.8000","-55.0000"
"*","STITCH","20.6000","-52.2000"
"*","STITCH","23.4000","-49.3000"
"*","STITCH","26.3000","-46.5000"
"*","STITCH","29.1000","-43.7000"
"*","STITCH","31.9000","-40.9000"
"*","STITCH","34.8000","-38.0000"
"*","STITCH","37.6000","-35.2000"
"*","STITCH","40.4000","-32.4000"
"*","STITCH","43.2000","-29.5000"
"*","STITCH","46.1000","-26.7000"
"*","STITCH","47.9000","-24.9000"
"*","STITCH","47.1000","-26.0000"
"*","STITCH","44.2000","-28.8000"
"*","STITCH","41.4000","-31.7000"
"*","STITCH","38.6000","-34.5000"
"*","STITCH","35.8000","-37.3000"
"*","STITCH","32.9000","-40.2000"
"*","STITCH","30.1000","-43.0000"
"*","STITCH","27.3000","-45.8000"
"*","STITCH","24.4000","-48.6000"
"*","STITCH","21.6000","-51.5000"
"*","STITCH","18.8000","-54.3000"
"*","STITCH","16.0000","-57.1000"
"*","STITCH","15.7000","-57.4000"
"*","STITCH","17.3000","-56.1000"
"*","STITCH","19.8000","-53.6000"
"*","STITCH","22.6000","-50.8000"
"*","STITCH","25.5000","-48.0000"
"*","STITCH","28.3000","-45.1000"
"*","STITCH","31.1000","-42.3000"
"*","STITCH","33.9000","-39.5000"
"*","STITCH","36.8000","-36.6000"
"*","STITCH","39.6000","-33.8000"
"*","STITCH","42.4000","-31.0000"
"*","STITCH","45.3000","-28.2000"
"*","STITCH","48.1000","-25.3000"
"*","STITCH","48.5000","-24.9000"
"*","STITCH","46.3000","-27.5000"
"*","STITCH","43.4000","-30.3000"
"*","STITCH","40.6000","-33.1000"
"*","STITCH","37.8000","-36.0000"
"*","STITCH","34.9000","-38.8000"
"*","STITCH","32.1000","-41.6000"
"*","STITCH","29.3000","-44.4000"
"*","STITCH","26.5000","-47.3000"
"*","STITCH","23.6000","-50.1000"
"*","STITCH","20.8000","-52.9000"
"*","STITCH","18.9000","-54.8000"
"*","STITCH","20.5000","-53.5000"
"*","STITCH","21.8000","-52.2000"
"*","STITCH","24.6000","-49.4000"
"*","STITCH","27.5000","-46.6000"
"*","STITCH","30.3000","-43.7000"
"*","STITCH","33.1000","-40.9000"
"*","STITCH","36.0000","-38.1000"
"*","STITCH","38.8000","-35.3000"
"*","STITCH","41.6000","-32.4000"
"*","STITCH","44.4000","-29.6000"
"*","STITCH","47.3000","-26.8000"
"*","STITCH","49.1000","-24.9000"
"*","STITCH","48.3000","-26.1000"
"*","STITCH","45.4000","-28.9000"
"*","STITCH","42.6000","-31.7000"
"*","STITCH","39.8000","-34.6000"
"*","STITCH","37.0000","-37.4000"
"*","STITCH","34.1000","-40.2000"
"*","STITCH","31.3000","-43.1000"
"*","STITCH","28.5000","-45.9000"
"*","STITCH","25.6000","-48.7000"
"*","STITCH","22.8000","-51.5000"
"*","STITCH","22.2000","-52.2000"
"*","STITCH","23.8000","-50.9000"
"*","STITCH","26.7000","-48.0000"
"*","STITCH","29.5000","-45.2000"
"*","STITCH","32.3000","-42.4000"
"*","STITCH","35.1000","-39.5000"
"*","STITCH","38.0000","-36.7000"
"*","STITCH","40.8000","-33.9000"
"*","STITCH","43.6000","-31.1000"
"*","STITCH","46.4000","-28.2000"
"*","STITCH","49.3000","-25.4000"
"*","STITCH","49.8000","-24.9000"
"*","STITCH","47.5000","-27.5000"
"*","STITCH","44.6000","-30.4000"
"*","STITCH","41.8000","-33.2000"
"*","STITCH","39.0000","-36.0000"
"*","STITCH","36.1000","-38.8000"
"*","STITCH","33.3000","-41.7000"
"*","STITCH","30.5000","-44.5000"
"*","STITCH","27.7000","-47.3000"
"*","STITCH","25.4000","-49.6000"
"*","STITCH","27.0000","-48.3000"
"*","STITCH","28.7000","-46.6000"
"*","STITCH","31.5000","-43.8000"
"*","STITCH","34.3000","-41.0000"
"*","STITCH","37.1000","-38.2000"
"*","STITCH","40.0000","-35.3000"
"*","STITCH","42.8000","-32.5000"
"*","STITCH","45.6000","-29.7000"
"*","STITCH","48.5000","-26.8000"
"*","STITCH","50.4000","-24.9000"
"*","STITCH","50.7000","-24.9000"
"*","STITCH","49.5000","-26.1000"
"*","STITCH","46.6000","-29.0000"
"*","STITCH","43.8000","-31.8000"
"*","STITCH","41.0000","-34.6000"
"*","STITCH","38.2000","-37.5000"
"*","STITCH","35.3000","-40.3000"
"*","STITCH","32.5000","-43.1000"
"*","STITCH","29.7000","-45.9000"
"*","STITCH","28.6000","-47.0000"
"*","STITCH","29.6000","-46.2000"
"*","STITCH","31.1000","-47.4000"
"*","STITCH","32.6000","-48.6000"
"*","STITCH","34.1000","-49.8000"
"*","STITCH","35.6000","-51.0000"
"*","STITCH","37.1000","-52.2000"
"*","STITCH","38.5000","-53.5000"
"*","STITCH","40.0000","-54.7000"
"*","STITCH","41.5000","-55.9000"
"*","STITCH","43.0000","-57.1000"
"*","STITCH","44.5000","-58.3000"
"*","STITCH","46.0000","-59.5000"
"*","STITCH","45.9000","-59.3000"
"*","STITCH","45.8000","-59.4000"
"*","STITCH","45.8000","-58.8000"
"*","STITCH","45.5000","-59.1000"
"*","STITCH","45.6000","-58.3000"
"*","STITCH","45.1000","-58.8000"
"*","STITCH","45.5000","-57.8000"
"*","STITCH","44.8000","-58.5000"
"*","STITCH","45.4000","-57.3000"
"*","STITCH","44.4000","-58.2000"
"*","STITCH","45.2000","-56.8000"
"*","STITCH","44.1000","-58.0000"
"*","STITCH","45.1000","-56.3000"
"*","STITCH","44.3000","-57.1000"
"*","STITCH","43.7000","-57.7000"
"*","STITCH","44.9000","-55.9000"
"*","STITCH","43.4000","-57.4000"
"*","STITCH","44.1000","-56.4000"
"*","STITCH","44.8000","-55.4000"
"*","STITCH","43.0000","-57.1000"
"*","STITCH","44.6000","-54.9000"
"*","STITCH","43.9000","-55.6000"
"*","STITCH","42.7000","-56.8000"
"*","STITCH","42.9000","-56.3000"
"*","STITCH","44.5000","-54.4000"
"*","STITCH","42.4000","-56.5000"
"*","STITCH","43.7000","-54.9000"
"*","STITCH","44.4000","-53.9000"
"*","STITCH","42.7000","-55.6000"
"*","STITCH","42.0000","-56.3000"
"*","STITCH","44.2000","-53.4000"
"*","STITCH","43.5000","-54.1000"
"*","STITCH","41.7000","-56.0000"
"*","STITCH","42.5000","-54.8000"
"*","STITCH","44.1000","-52.9000"
"*","STITCH","41.3000","-55.7000"
"*","STITCH","43.3000","-53.4000"
"*","STITCH","43.9000","-52.5000"
"*","STITCH","42.3000","-54.1000"
"*","STITCH","41.0000","-55.4000"
"*","STITCH","41.3000","-54.8000"
"*","STITCH","43.8000","-52.0000"
"*","STITCH","43.1000","-52.6000"
"*","STITCH","40.6000","-55.1000"
"*","STITCH","42.1000","-53.3000"
"*","STITCH","43.6000","-51.5000"
"*","STITCH","41.1000","-54.0000"
"*","STITCH","40.3000","-54.9000"
"*","STITCH","40.3000","-54.5000"
"*","STITCH","42.9000","-51.9000"
"*","STITCH","43.5000","-51.0000"
"*","STITCH","41.9000","-52.6000"
"*","STITCH","39.9000","-54.6000"
"*","STITCH","40.9000","-53.2000"
"*","STITCH","43.4000","-50.5000"
"*","STITCH","42.7000","-51.1000"
"*","STITCH","39.9000","-53.9000"
"*","STITCH","39.6000","-54.3000"
"*","STITCH","41.7000","-51.8000"
"*","STITCH","43.2000","-50.0000"
"*","STITCH","40.7000","-52.5000"
"*","STITCH","39.2000","-54.0000"
"*","STITCH","39.7000","-53.2000"
"*","STITCH","42.6000","-50.4000"
"*","STITCH","43.1000","-49.5000"
"*","STITCH","41.6000","-51.0000"
"*","STITCH","38.9000","-53.7000"
"*","STITCH","40.5000","-51.7000"
"*","STITCH","42.9000","-49.0000"
"*","STITCH","42.4000","-49.6000"
"*","STITCH","39.5000","-52.4000"
"*","STITCH","38.5000","-53.4000"
"*","STITCH","41.4000","-50.3000"
"*","STITCH","42.8000","-48.6000"
"*","STITCH","40.4000","-51.0000"
"*","STITCH","38.2000","-53.2000"
"*","STITCH","39.4000","-51.7000"
"*","STITCH","42.2000","-48.8000"
"*","STITCH","42.6000","-48.1000"
"*","STITCH","41.2000","-49.5000"
"*","STITCH","38.3000","-52.4000"
"*","STITCH","37.8000","-52.9000"
"*","STITCH","40.2000","-50.2000"
"*","STITCH","42.5000","-47.6000"
"*","STITCH","42.0000","-48.1000"
"*","STITCH","39.2000","-50.9000"
"*","STITCH","37.5000","-52.6000"
"*","STITCH","38.2000","-51.6000"
"*","STITCH","41.0000","-48.8000"
"*","STITCH","42.4000","-47.1000"
"*","STITCH","40.0000","-49.5000"
"*","STITCH","37.1000","-52.3000"
"*","STITCH","39.0000","-50.2000"
"*","STITCH","41.8000","-47.3000"
"*","STITCH","42.2000","-46.6000"
"*","STITCH","40.8000","-48.0000"
"*","STITCH","38.0000","-50.9000"
"*","STITCH","36.8000","-52.0000"
"*","STITCH","37.0000","-51.5000"
"*","STITCH","39.8000","-48.7000"
"*","STITCH","42.1000","-46.1000"
"*","STITCH","41.6000","-46.6000"
"*","STITCH","38.8000","-49.4000"
"*","STITCH","36.4000","-51.8000"
"*","STITCH","37.8000","-50.1000"
"*","STITCH","40.6000","-47.3000"
"*","STITCH","41.9000","-45.6000"
"*","STITCH","39.6000","-48.0000"
"*","STITCH","36.8000","-50.8000"
"*","STITCH","36.1000","-51.5000"
"*","STITCH","38.6000","-48.7000"
"*","STITCH","41.4000","-45.8000"
"*","STITCH","41.8000","-45.2000"
"*","STITCH","40.4000","-46.5000"
"*","STITCH","37.6000","-49.3000"
"*","STITCH","35.7000","-51.2000"
"*","STITCH","36.6000","-50.0000"
"*","STITCH","39.4000","-47.2000"
"*","STITCH","41.6000","-44.7000"
"*","STITCH","41.2000","-45.1000"
"*","STITCH","38.4000","-47.9000"
"*","STITCH","35.4000","-50.9000"
"*","STITCH","37.4000","-48.6000"
"*","STITCH","40.2000","-45.8000"
"*","STITCH","41.5000","-44.2000"
"*","STITCH","39.2000","-46.5000"
"*","STITCH","36.4000","-49.3000"
"*","STITCH","35.1000","-50.6000"
"*","STITCH","35.4000","-50.0000"
"*","STITCH","38.2000","-47.1000"
"*","STITCH","41.0000","-44.3000"
